seq_type	feature	class	product_accession	name	symbol	locus_tag	symbol_old	locus_tag_old	symbol_renamed	locus_tag_a	final_gene_name
chromosome	CDS	with_protein	WHS51795.1	hypothetical protein		QLH64-15575		QLH64_15575	FALSE	QLH64-15575	QLH64-15575
chromosome	CDS	with_protein	WHS51796.1	hypothetical protein		QLH64-15580		QLH64_15580	FALSE	QLH64-15580	QLH64-15580
chromosome	CDS	with_protein	WHS51797.1	hypothetical protein		QLH64-15585		QLH64_15585	FALSE	QLH64-15585	QLH64-15585
chromosome	CDS	with_protein	WHS51798.1	DUF4410 domain-containing protein		QLH64-15590		QLH64_15590	FALSE	QLH64-15590	QLH64-15590
chromosome	CDS	with_protein	WHS51799.1	hypothetical protein		QLH64-15595		QLH64_15595	FALSE	QLH64-15595	QLH64-15595
chromosome	CDS	with_protein	WHS51800.1	plasmid pRiA4b ORF-3 family protein		QLH64-15600		QLH64_15600	FALSE	QLH64-15600	QLH64-15600
chromosome	CDS	with_protein	WHS51801.1	IS66 family transposase		QLH64-15605		QLH64_15605	FALSE	QLH64-15605	QLH64-15605
chromosome	CDS	with_protein	WHS51802.1	IS66 family insertion sequence element accessory protein TnpB	tnpB_4	QLH64-15610	tnpB	QLH64_15610	TRUE	QLH64-15610	tnpB_4
chromosome	CDS	without_protein		transposase		QLH64-15615		QLH64_15615	FALSE	QLH64-15615	QLH64-15615
chromosome	CDS	without_protein		type II toxin-antitoxin system RelE/ParE family toxin		QLH64-15620		QLH64_15620	FALSE	QLH64-15620	QLH64-15620
chromosome	CDS	with_protein	WHS51803.1	putative addiction module antidote protein		QLH64-15625		QLH64_15625	FALSE	QLH64-15625	QLH64-15625
chromosome	CDS	with_protein	WHS51804.1	hypothetical protein		QLH64-15630		QLH64_15630	FALSE	QLH64-15630	QLH64-15630
chromosome	CDS	with_protein	WHS51805.1	AraC family transcriptional regulator		QLH64-15635		QLH64_15635	FALSE	QLH64-15635	QLH64-15635
chromosome	CDS	with_protein	WHS51806.1	DUF2388 domain-containing protein		QLH64-15640		QLH64_15640	FALSE	QLH64-15640	QLH64-15640
chromosome	tRNA			tRNA-Val		QLH64-15645		QLH64_15645	FALSE	QLH64-15645	QLH64-15645
chromosome	CDS	with_protein	WHS51807.1	FAD-binding oxidoreductase		QLH64-15650		QLH64_15650	FALSE	QLH64-15650	QLH64-15650
chromosome	tRNA			tRNA-Asp		QLH64-15655		QLH64_15655	FALSE	QLH64-15655	QLH64-15655
chromosome	tRNA			tRNA-Asp		QLH64-15660		QLH64_15660	FALSE	QLH64-15660	QLH64-15660
chromosome	tRNA			tRNA-Val		QLH64-15665		QLH64_15665	FALSE	QLH64-15665	QLH64-15665
chromosome	CDS	with_protein	WHS51808.1	SDR family oxidoreductase		QLH64-15670		QLH64_15670	FALSE	QLH64-15670	QLH64-15670
chromosome	CDS	with_protein	WHS51809.1	O-succinylhomoserine sulfhydrylase		QLH64-15675		QLH64_15675	FALSE	QLH64-15675	QLH64-15675
chromosome	CDS	with_protein	WHS51810.1	amidophosphoribosyltransferase	purF	QLH64-15680	purF	QLH64_15680	FALSE	QLH64-15680	purF
chromosome	CDS	with_protein	WHS51811.1	CvpA family protein		QLH64-15685		QLH64_15685	FALSE	QLH64-15685	QLH64-15685
chromosome	CDS	with_protein	WHS51812.1	SPOR domain-containing protein		QLH64-15690		QLH64_15690	FALSE	QLH64-15690	QLH64-15690
chromosome	CDS	with_protein	WHS51813.1	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	folC	QLH64-15695	folC	QLH64_15695	FALSE	QLH64-15695	folC
chromosome	CDS	with_protein	WHS51814.1	acetyl-CoA carboxylase, carboxyltransferase subunit beta	accD	QLH64-15700	accD	QLH64_15700	FALSE	QLH64-15700	accD
chromosome	CDS	with_protein	WHS51815.1	phosphoribosylanthranilate isomerase		QLH64-15705		QLH64_15705	FALSE	QLH64-15705	QLH64-15705
chromosome	CDS	with_protein	WHS57209.1	tRNA pseudouridine(38-40) synthase TruA	truA	QLH64-15710	truA	QLH64_15710	FALSE	QLH64-15710	truA
chromosome	CDS	with_protein	WHS51816.1	FimV/HubP family polar landmark protein		QLH64-15715		QLH64_15715	FALSE	QLH64-15715	QLH64-15715
chromosome	CDS	with_protein	WHS51817.1	aspartate-semialdehyde dehydrogenase		QLH64-15720		QLH64_15720	FALSE	QLH64-15720	QLH64-15720
chromosome	CDS	with_protein	WHS51818.1	aspartate-semialdehyde dehydrogenase	asd_1	QLH64-15725	asd	QLH64_15725	TRUE	QLH64-15725	asd_1
chromosome	CDS	with_protein	WHS51819.1	3-isopropylmalate dehydrogenase	leuB	QLH64-15730	leuB	QLH64_15730	FALSE	QLH64-15730	leuB
chromosome	CDS	with_protein	WHS51820.1	class I SAM-dependent methyltransferase		QLH64-15735		QLH64_15735	FALSE	QLH64-15735	QLH64-15735
chromosome	CDS	with_protein	WHS51821.1	3-isopropylmalate dehydratase small subunit	leuD	QLH64-15740	leuD	QLH64_15740	FALSE	QLH64-15740	leuD
chromosome	CDS	with_protein	WHS51822.1	3-isopropylmalate dehydratase large subunit	leuC	QLH64-15745	leuC	QLH64_15745	FALSE	QLH64-15745	leuC
chromosome	CDS	with_protein	WHS51823.1	LysR family transcriptional regulator		QLH64-15750		QLH64_15750	FALSE	QLH64-15750	QLH64-15750
chromosome	CDS	with_protein	WHS51824.1	EAL domain-containing protein		QLH64-15755		QLH64_15755	FALSE	QLH64-15755	QLH64-15755
chromosome	CDS	with_protein	WHS51825.1	Hsp20 family protein		QLH64-15760		QLH64_15760	FALSE	QLH64-15760	QLH64-15760
chromosome	CDS	with_protein	WHS51826.1	tRNA-dihydrouridine synthase		QLH64-15765		QLH64_15765	FALSE	QLH64-15765	QLH64-15765
chromosome	CDS	with_protein	WHS51827.1	thioesterase family protein		QLH64-15770		QLH64_15770	FALSE	QLH64-15770	QLH64-15770
chromosome	CDS	with_protein	WHS51828.1	alpha/beta fold hydrolase		QLH64-15775		QLH64_15775	FALSE	QLH64-15775	QLH64-15775
chromosome	CDS	with_protein	WHS51829.1	TetR/AcrR family transcriptional regulator		QLH64-15780		QLH64_15780	FALSE	QLH64-15780	QLH64-15780
chromosome	tRNA			tRNA-Glu		QLH64-15785		QLH64_15785	FALSE	QLH64-15785	QLH64-15785
chromosome	tRNA			tRNA-Ala		QLH64-15790		QLH64_15790	FALSE	QLH64-15790	QLH64-15790
chromosome	tRNA			tRNA-Glu		QLH64-15795		QLH64_15795	FALSE	QLH64-15795	QLH64-15795
chromosome	tRNA			tRNA-Ala		QLH64-15800		QLH64_15800	FALSE	QLH64-15800	QLH64-15800
chromosome	CDS	with_protein	WHS51830.1	glutamate--tRNA ligase	gltX	QLH64-15805	gltX	QLH64_15805	FALSE	QLH64-15805	gltX
chromosome	CDS	with_protein	WHS51831.1	excinuclease ABC subunit UvrB	uvrB	QLH64-15810	uvrB	QLH64_15810	FALSE	QLH64-15810	uvrB
chromosome	CDS	with_protein	WHS51832.1	amino acid aminotransferase		QLH64-15815		QLH64_15815	FALSE	QLH64-15815	QLH64-15815
chromosome	CDS	with_protein	WHS51833.1	hypothetical protein		QLH64-15820		QLH64_15820	FALSE	QLH64-15820	QLH64-15820
chromosome	tRNA			tRNA-Asn		QLH64-15825		QLH64_15825	FALSE	QLH64-15825	QLH64-15825
chromosome	CDS	with_protein	WHS51834.1	serine hydroxymethyltransferase	glyA_1	QLH64-15830	glyA	QLH64_15830	TRUE	QLH64-15830	glyA_1
chromosome	CDS	with_protein	WHS51835.1	YggS family pyridoxal phosphate-dependent enzyme		QLH64-15835		QLH64_15835	FALSE	QLH64-15835	QLH64-15835
chromosome	CDS	with_protein	WHS51836.1	PLP-dependent aminotransferase family protein		QLH64-15840		QLH64_15840	FALSE	QLH64-15840	QLH64-15840
chromosome	CDS	with_protein	WHS51837.1	hypothetical protein		QLH64-15845		QLH64_15845	FALSE	QLH64-15845	QLH64-15845
chromosome	CDS	with_protein	WHS51838.1	hypothetical protein		QLH64-15850		QLH64_15850	FALSE	QLH64-15850	QLH64-15850
chromosome	CDS	with_protein	WHS51839.1	AI-2E family transporter		QLH64-15855		QLH64_15855	FALSE	QLH64-15855	QLH64-15855
chromosome	CDS	with_protein	WHS51840.1	tRNA 5-hydroxyuridine modification protein YegQ	yegQ	QLH64-15860	yegQ	QLH64_15860	FALSE	QLH64-15860	yegQ
chromosome	CDS	with_protein	WHS51841.1	methyl-accepting chemotaxis protein		QLH64-15865		QLH64_15865	FALSE	QLH64-15865	QLH64-15865
chromosome	CDS	with_protein	WHS51842.1	IS110 family transposase		QLH64-15870		QLH64_15870	FALSE	QLH64-15870	QLH64-15870
chromosome	CDS	with_protein	WHS57210.1	Na+/H+ antiporter NhaC family protein		QLH64-15875		QLH64_15875	FALSE	QLH64-15875	QLH64-15875
chromosome	CDS	with_protein	WHS51843.1	IS110 family transposase		QLH64-15880		QLH64_15880	FALSE	QLH64-15880	QLH64-15880
chromosome	CDS	with_protein	WHS51844.1	sensor histidine kinase		QLH64-15885		QLH64_15885	FALSE	QLH64-15885	QLH64-15885
chromosome	CDS	with_protein	WHS51845.1	response regulator transcription factor		QLH64-15890		QLH64_15890	FALSE	QLH64-15890	QLH64-15890
chromosome	CDS	with_protein	WHS51846.1	PepSY domain-containing protein		QLH64-15895		QLH64_15895	FALSE	QLH64-15895	QLH64-15895
chromosome	CDS	with_protein	WHS51847.1	PepSY domain-containing protein		QLH64-15900		QLH64_15900	FALSE	QLH64-15900	QLH64-15900
chromosome	CDS	with_protein	WHS51848.1	patatin-like phospholipase family protein		QLH64-15905		QLH64_15905	FALSE	QLH64-15905	QLH64-15905
chromosome	CDS	with_protein	WHS51849.1	6-carboxytetrahydropterin synthase QueD	queD	QLH64-15910	queD	QLH64_15910	FALSE	QLH64-15910	queD
chromosome	CDS	with_protein	WHS51850.1	alpha/beta hydrolase		QLH64-15915		QLH64_15915	FALSE	QLH64-15915	QLH64-15915
chromosome	CDS	with_protein	WHS51851.1	cytosine permease	codB	QLH64-15920	codB	QLH64_15920	FALSE	QLH64-15920	codB
chromosome	CDS	with_protein	WHS51852.1	cytosine deaminase	codA	QLH64-15925	codA	QLH64_15925	FALSE	QLH64-15925	codA
chromosome	CDS	with_protein	WHS51853.1	diaminopimelate epimerase		QLH64-15930		QLH64_15930	FALSE	QLH64-15930	QLH64-15930
chromosome	CDS	with_protein	WHS51854.1	MFS transporter		QLH64-15935		QLH64_15935	FALSE	QLH64-15935	QLH64-15935
chromosome	CDS	with_protein	WHS51855.1	TonB-dependent siderophore receptor		QLH64-15940		QLH64_15940	FALSE	QLH64-15940	QLH64-15940
chromosome	CDS	with_protein	WHS51856.1	FecR family protein		QLH64-15945		QLH64_15945	FALSE	QLH64-15945	QLH64-15945
chromosome	CDS	with_protein	WHS51857.1	sigma-70 family RNA polymerase sigma factor		QLH64-15950		QLH64_15950	FALSE	QLH64-15950	QLH64-15950
chromosome	CDS	with_protein	WHS51858.1	carboxymuconolactone decarboxylase family protein		QLH64-15955		QLH64_15955	FALSE	QLH64-15955	QLH64-15955
chromosome	CDS	with_protein	WHS51859.1	mechanosensitive ion channel family protein		QLH64-15960		QLH64_15960	FALSE	QLH64-15960	QLH64-15960
chromosome	CDS	with_protein	WHS51860.1	pirin family protein		QLH64-15965		QLH64_15965	FALSE	QLH64-15965	QLH64-15965
chromosome	CDS	with_protein	WHS57211.1	response regulator transcription factor		QLH64-15970		QLH64_15970	FALSE	QLH64-15970	QLH64-15970
chromosome	CDS	with_protein	WHS51861.1	response regulator		QLH64-15975		QLH64_15975	FALSE	QLH64-15975	QLH64-15975
chromosome	CDS	with_protein	WHS51862.1	transporter substrate-binding domain-containing protein		QLH64-15980		QLH64_15980	FALSE	QLH64-15980	QLH64-15980
chromosome	CDS	with_protein	WHS51863.1	SidA/IucD/PvdA family monooxygenase		QLH64-15985		QLH64_15985	FALSE	QLH64-15985	QLH64-15985
chromosome	CDS	with_protein	WHS51864.1	sigma-70 family RNA polymerase sigma factor		QLH64-15990		QLH64_15990	FALSE	QLH64-15990	QLH64-15990
chromosome	CDS	with_protein	WHS51865.1	efflux RND transporter periplasmic adaptor subunit		QLH64-15995		QLH64_15995	FALSE	QLH64-15995	QLH64-15995
chromosome	CDS	with_protein	WHS51866.1	MacB family efflux pump subunit		QLH64-16000		QLH64_16000	FALSE	QLH64-16000	QLH64-16000
chromosome	CDS	with_protein	WHS51867.1	efflux transporter outer membrane subunit		QLH64-16005		QLH64_16005	FALSE	QLH64-16005	QLH64-16005
chromosome	CDS	with_protein	WHS51868.1	PvdJ/PvdD/PvdP-like protein		QLH64-16010		QLH64_16010	FALSE	QLH64-16010	QLH64-16010
chromosome	CDS	with_protein	WHS51869.1	pyoverdine-tailoring dipeptidase-like protein PvdM	pvdM	QLH64-16015	pvdM	QLH64_16015	FALSE	QLH64-16015	pvdM
chromosome	CDS	with_protein	WHS51870.1	aminotransferase class V-fold PLP-dependent enzyme		QLH64-16020		QLH64_16020	FALSE	QLH64-16020	QLH64-16020
chromosome	CDS	with_protein	WHS51871.1	formylglycine-generating enzyme family protein		QLH64-16025		QLH64_16025	FALSE	QLH64-16025	QLH64-16025
chromosome	CDS	with_protein	WHS51872.1	cyclic peptide export ABC transporter		QLH64-16030		QLH64_16030	FALSE	QLH64-16030	QLH64-16030
chromosome	CDS	with_protein	WHS51873.1	non-ribosomal peptide synthetase		QLH64-16035		QLH64_16035	FALSE	QLH64-16035	QLH64-16035
chromosome	CDS	with_protein	WHS51874.1	TonB-dependent siderophore receptor		QLH64-16040		QLH64_16040	FALSE	QLH64-16040	QLH64-16040
chromosome	CDS	with_protein	WHS51875.1	amino acid adenylation domain-containing protein		QLH64-16045		QLH64_16045	FALSE	QLH64-16045	QLH64-16045
chromosome	CDS	with_protein	WHS51876.1	non-ribosomal peptide synthetase		QLH64-16050		QLH64_16050	FALSE	QLH64-16050	QLH64-16050
chromosome	CDS	with_protein	WHS51877.1	non-ribosomal peptide synthetase		QLH64-16055		QLH64_16055	FALSE	QLH64-16055	QLH64-16055
chromosome	CDS	with_protein	WHS51878.1	alpha/beta fold hydrolase		QLH64-16060		QLH64_16060	FALSE	QLH64-16060	QLH64-16060
chromosome	CDS	with_protein	WHS51879.1	trans-aconitate 2-methyltransferase	tam	QLH64-16065	tam	QLH64_16065	FALSE	QLH64-16065	tam
chromosome	CDS	with_protein	WHS51880.1	hypothetical protein		QLH64-16070		QLH64_16070	FALSE	QLH64-16070	QLH64-16070
chromosome	CDS	with_protein	WHS51881.1	cupin-like domain-containing protein		QLH64-16075		QLH64_16075	FALSE	QLH64-16075	QLH64-16075
chromosome	CDS	with_protein	WHS51882.1	SDR family oxidoreductase		QLH64-16080		QLH64_16080	FALSE	QLH64-16080	QLH64-16080
chromosome	CDS	with_protein	WHS51883.1	glycoside hydrolase family 15 protein		QLH64-16085		QLH64_16085	FALSE	QLH64-16085	QLH64-16085
chromosome	CDS	with_protein	WHS51884.1	DUF6124 family protein		QLH64-16090		QLH64_16090	FALSE	QLH64-16090	QLH64-16090
chromosome	CDS	with_protein	WHS51885.1	hypothetical protein		QLH64-16095		QLH64_16095	FALSE	QLH64-16095	QLH64-16095
chromosome	CDS	with_protein	WHS51886.1	alpha/beta hydrolase		QLH64-16100		QLH64_16100	FALSE	QLH64-16100	QLH64-16100
chromosome	CDS	with_protein	WHS51887.1	GlxA family transcriptional regulator		QLH64-16105		QLH64_16105	FALSE	QLH64-16105	QLH64-16105
chromosome	CDS	with_protein	WHS51888.1	DJ-1/PfpI family protein		QLH64-16110		QLH64_16110	FALSE	QLH64-16110	QLH64-16110
chromosome	CDS	with_protein	WHS51889.1	Atu4866 domain-containing protein		QLH64-16115		QLH64_16115	FALSE	QLH64-16115	QLH64-16115
chromosome	CDS	with_protein	WHS51890.1	SDR family oxidoreductase		QLH64-16120		QLH64_16120	FALSE	QLH64-16120	QLH64-16120
chromosome	CDS	with_protein	WHS51891.1	AraC family transcriptional regulator		QLH64-16125		QLH64_16125	FALSE	QLH64-16125	QLH64-16125
chromosome	CDS	with_protein	WHS51892.1	hypothetical protein		QLH64-16130		QLH64_16130	FALSE	QLH64-16130	QLH64-16130
chromosome	CDS	with_protein	WHS51893.1	SRPBCC family protein		QLH64-16135		QLH64_16135	FALSE	QLH64-16135	QLH64-16135
chromosome	CDS	with_protein	WHS51894.1	lysozyme inhibitor LprI family protein		QLH64-16140		QLH64_16140	FALSE	QLH64-16140	QLH64-16140
chromosome	rRNA			5S ribosomal RNA	rrf_2	QLH64-16145	rrf	QLH64_16145	TRUE	QLH64-16145	rrf_2
chromosome	rRNA			23S ribosomal RNA		QLH64-16150		QLH64_16150	FALSE	QLH64-16150	QLH64-16150
chromosome	tRNA			tRNA-Ala		QLH64-16155		QLH64_16155	FALSE	QLH64-16155	QLH64-16155
chromosome	tRNA			tRNA-Ile		QLH64-16160		QLH64_16160	FALSE	QLH64-16160	QLH64-16160
chromosome	rRNA			16S ribosomal RNA		QLH64-16165		QLH64_16165	FALSE	QLH64-16165	QLH64-16165
chromosome	CDS	with_protein	WHS51895.1	threonine/homoserine exporter RhtA	rhtA	QLH64-16170	rhtA	QLH64_16170	FALSE	QLH64-16170	rhtA
chromosome	CDS	with_protein	WHS51896.1	hypothetical protein		QLH64-16175		QLH64_16175	FALSE	QLH64-16175	QLH64-16175
chromosome	CDS	with_protein	WHS51897.1	TetR/AcrR family transcriptional regulator		QLH64-16180		QLH64_16180	FALSE	QLH64-16180	QLH64-16180
chromosome	CDS	with_protein	WHS51898.1	SDR family oxidoreductase		QLH64-16185		QLH64_16185	FALSE	QLH64-16185	QLH64-16185
chromosome	CDS	with_protein	WHS51899.1	2-hydroxychromene-2-carboxylate isomerase		QLH64-16190		QLH64_16190	FALSE	QLH64-16190	QLH64-16190
chromosome	CDS	with_protein	WHS51900.1	aminopeptidase P family protein		QLH64-16195		QLH64_16195	FALSE	QLH64-16195	QLH64-16195
chromosome	CDS	with_protein	WHS51901.1	aminotransferase class V-fold PLP-dependent enzyme		QLH64-16200		QLH64_16200	FALSE	QLH64-16200	QLH64-16200
chromosome	CDS	with_protein	WHS51902.1	LysE family translocator		QLH64-16205		QLH64_16205	FALSE	QLH64-16205	QLH64-16205
chromosome	CDS	with_protein	WHS51903.1	hypothetical protein		QLH64-16210		QLH64_16210	FALSE	QLH64-16210	QLH64-16210
chromosome	CDS	with_protein	WHS51904.1	antibiotic biosynthesis monooxygenase		QLH64-16215		QLH64_16215	FALSE	QLH64-16215	QLH64-16215
chromosome	CDS	with_protein	WHS51905.1	redox-sensitive transcriptional activator SoxR	soxR	QLH64-16220	soxR	QLH64_16220	FALSE	QLH64-16220	soxR
chromosome	CDS	with_protein	WHS51906.1	VOC family protein		QLH64-16225		QLH64_16225	FALSE	QLH64-16225	QLH64-16225
chromosome	CDS	with_protein	WHS51907.1	PepSY domain-containing protein		QLH64-16230		QLH64_16230	FALSE	QLH64-16230	QLH64-16230
chromosome	CDS	with_protein	WHS51908.1	thiamine pyrophosphate-binding protein		QLH64-16235		QLH64_16235	FALSE	QLH64-16235	QLH64-16235
chromosome	CDS	with_protein	WHS51909.1	hypothetical protein		QLH64-16240		QLH64_16240	FALSE	QLH64-16240	QLH64-16240
chromosome	CDS	with_protein	WHS51910.1	DUF6162 family protein		QLH64-16245		QLH64_16245	FALSE	QLH64-16245	QLH64-16245
chromosome	CDS	with_protein	WHS51911.1	zinc ABC transporter substrate-binding protein		QLH64-16250		QLH64_16250	FALSE	QLH64-16250	QLH64-16250
chromosome	CDS	with_protein	WHS51912.1	metal ABC transporter ATP-binding protein		QLH64-16255		QLH64_16255	FALSE	QLH64-16255	QLH64-16255
chromosome	CDS	with_protein	WHS51913.1	metal ABC transporter permease		QLH64-16260		QLH64_16260	FALSE	QLH64-16260	QLH64-16260
chromosome	CDS	with_protein	WHS51914.1	zinc ABC transporter substrate-binding protein		QLH64-16265		QLH64_16265	FALSE	QLH64-16265	QLH64-16265
chromosome	CDS	with_protein	WHS51915.1	2-methylaconitate cis-trans isomerase PrpF	prpF	QLH64-16270	prpF	QLH64_16270	FALSE	QLH64-16270	prpF
chromosome	CDS	with_protein	WHS51916.1	Fe/S-dependent 2-methylisocitrate dehydratase AcnD	acnD	QLH64-16275	acnD	QLH64_16275	FALSE	QLH64-16275	acnD
chromosome	CDS	with_protein	WHS51917.1	2-methylcitrate synthase	prpC	QLH64-16280	prpC	QLH64_16280	FALSE	QLH64-16280	prpC
chromosome	CDS	with_protein	WHS51918.1	methylisocitrate lyase	prpB	QLH64-16285	prpB	QLH64_16285	FALSE	QLH64-16285	prpB
chromosome	CDS	with_protein	WHS51919.1	GntR family transcriptional regulator		QLH64-16290		QLH64_16290	FALSE	QLH64-16290	QLH64-16290
chromosome	CDS	with_protein	WHS51920.1	ATP-dependent zinc protease		QLH64-16295		QLH64_16295	FALSE	QLH64-16295	QLH64-16295
chromosome	CDS	with_protein	WHS51921.1	inactive transglutaminase family protein		QLH64-16300		QLH64_16300	FALSE	QLH64-16300	QLH64-16300
chromosome	CDS	with_protein	WHS51922.1	alpha-L-glutamate ligase-like protein		QLH64-16305		QLH64_16305	FALSE	QLH64-16305	QLH64-16305
chromosome	CDS	with_protein	WHS51923.1	aminodeoxychorismate synthase component I	pabB	QLH64-16310	pabB	QLH64_16310	FALSE	QLH64-16310	pabB
chromosome	CDS	with_protein	WHS51924.1	bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH	thrH	QLH64-16315	thrH	QLH64_16315	FALSE	QLH64-16315	thrH
chromosome	CDS	with_protein	WHS51925.1	phosphoadenylyl-sulfate reductase		QLH64-16320		QLH64_16320	FALSE	QLH64-16320	QLH64-16320
chromosome	CDS	with_protein	WHS51926.1	NCS1 family nucleobase:cation symporter-1		QLH64-16325		QLH64_16325	FALSE	QLH64-16325	QLH64-16325
chromosome	CDS	with_protein	WHS51927.1	aspartate/glutamate racemase family protein		QLH64-16330		QLH64_16330	FALSE	QLH64-16330	QLH64-16330
chromosome	CDS	with_protein	WHS51928.1	LysR family transcriptional regulator		QLH64-16335		QLH64_16335	FALSE	QLH64-16335	QLH64-16335
chromosome	CDS	with_protein	WHS51929.1	3-oxoacyl-ACP reductase family protein		QLH64-16340		QLH64_16340	FALSE	QLH64-16340	QLH64-16340
chromosome	CDS	with_protein	WHS51930.1	HAD-IA family hydrolase		QLH64-16345		QLH64_16345	FALSE	QLH64-16345	QLH64-16345
chromosome	CDS	with_protein	WHS57212.1	hypothetical protein		QLH64-16350		QLH64_16350	FALSE	QLH64-16350	QLH64-16350
chromosome	CDS	with_protein	WHS57213.1	hypothetical protein		QLH64-16355		QLH64_16355	FALSE	QLH64-16355	QLH64-16355
chromosome	CDS	with_protein	WHS51931.1	hypothetical protein		QLH64-16360		QLH64_16360	FALSE	QLH64-16360	QLH64-16360
chromosome	CDS	with_protein	WHS51932.1	hypothetical protein		QLH64-16365		QLH64_16365	FALSE	QLH64-16365	QLH64-16365
chromosome	CDS	with_protein	WHS51933.1	response regulator		QLH64-16370		QLH64_16370	FALSE	QLH64-16370	QLH64-16370
chromosome	CDS	with_protein	WHS51934.1	short-chain dehydrogenase		QLH64-16375		QLH64_16375	FALSE	QLH64-16375	QLH64-16375
chromosome	CDS	with_protein	WHS51935.1	phytanoyl-CoA dioxygenase family protein		QLH64-16380		QLH64_16380	FALSE	QLH64-16380	QLH64-16380
chromosome	CDS	with_protein	WHS57214.1	alpha/beta fold hydrolase		QLH64-16385		QLH64_16385	FALSE	QLH64-16385	QLH64-16385
chromosome	CDS	with_protein	WHS51936.1	Lrp/AsnC family transcriptional regulator		QLH64-16390		QLH64_16390	FALSE	QLH64-16390	QLH64-16390
chromosome	CDS	with_protein	WHS51937.1	L-lactate permease		QLH64-16395		QLH64_16395	FALSE	QLH64-16395	QLH64-16395
chromosome	CDS	with_protein	WHS51938.1	hypothetical protein		QLH64-16400		QLH64_16400	FALSE	QLH64-16400	QLH64-16400
chromosome	CDS	with_protein	WHS51939.1	NADAR family protein		QLH64-16405		QLH64_16405	FALSE	QLH64-16405	QLH64-16405
